fps_value,allocation_key,n,mean,std,ci95_halfwidth
3500.0,high_MaaS_Bundle,30,0.20318073672373102,0.22265296363146644,0.0831399829873676
4500.0,high_MaaS_Bundle,30,0.306483471535538,0.2568636382530013,0.09591445883368331
5500.0,high_MaaS_Bundle,30,0.34789248428647646,0.2586546183165051,0.09658322178020702
6500.0,high_MaaS_Bundle,30,0.35663112099850774,0.24935955043357605,0.09311238639113821
7000.0,high_MaaS_Bundle,30,0.32601506089422383,0.21089073146591195,0.07874789331477604
7500.0,high_MaaS_Bundle,30,0.34902799109197064,0.24642916618641353,0.09201816293018845
8000.0,high_MaaS_Bundle,30,0.3366143238858734,0.22740602857335762,0.08491480660507955
8500.0,high_MaaS_Bundle,30,0.3269109999104901,0.22659327200247922,0.08461131831382308
9000.0,high_MaaS_Bundle,30,0.35861763326891477,0.23789476971536064,0.08883136691437063
9500.0,high_MaaS_Bundle,30,0.3269109999104901,0.22659327200247922,0.08461131831382308
10000.0,high_MaaS_Bundle,30,0.35861763326891477,0.23789476971536064,0.08883136691437063
15000.0,high_MaaS_Bundle,30,0.3373332885533077,0.24061532561051682,0.08984723918101539
3500.0,high_bike,30,0.4330202411088917,0.16286636794406348,0.06081530126181599
4500.0,high_bike,30,0.46237796800451975,0.1809347411525248,0.06756214269909108
5500.0,high_bike,30,0.4680040964270665,0.1941477957012419,0.07249597835290157
6500.0,high_bike,30,0.5114830732326312,0.17157896332515585,0.06406863784420615
7000.0,high_bike,30,0.46934730859339846,0.16727006618381338,0.06245966920896944
7500.0,high_bike,30,0.4847021919893035,0.16435428365111757,0.061370898117808756
8000.0,high_bike,30,0.4605508976186184,0.17584474478407072,0.06566150681903389
8500.0,high_bike,30,0.5211367226966008,0.15191576203761664,0.056726277815129234
9000.0,high_bike,30,0.4375765348405568,0.2000007966778797,0.07468152483602929
9500.0,high_bike,30,0.5211367226966008,0.15191576203761664,0.056726277815129234
10000.0,high_bike,30,0.4375765348405568,0.2000007966778797,0.07468152483602929
15000.0,high_bike,30,0.4375694641198138,0.19907181936525786,0.07433463900658724
3500.0,high_car,30,0.15636278547707108,0.17569210377160518,0.06560450972825828
4500.0,high_car,30,0.19287507331416673,0.14602027963177722,0.054524868505639396
5500.0,high_car,30,0.23922925355220312,0.17407765376616874,0.06500166418873916
6500.0,high_car,30,0.30278602829938556,0.2314181104875816,0.08641294261302697
7000.0,high_car,30,0.38126229941685247,0.24127430460573895,0.09009330598182601
7500.0,high_car,30,0.277795136756498,0.20699755560729946,0.07729415755769166
8000.0,high_car,30,0.3642726459525678,0.2369133642841173,0.08846490410369665
8500.0,high_car,30,0.3087938456673052,0.21262849122379102,0.07939678347257935
9000.0,high_car,30,0.3321445418980387,0.20506825934028788,0.07657374649196504
9500.0,high_car,30,0.3087938456673052,0.21262849122379102,0.07939678347257935
10000.0,high_car,30,0.33214454189803866,0.20506825934028788,0.07657374649196504
15000.0,high_car,30,0.3191415015035506,0.21010580862779574,0.07845479831014186
3500.0,high_public,30,0.6866712991026233,0.18950472461074505,0.07076222711430592
4500.0,high_public,30,0.664061355523961,0.1980705910236195,0.07396077419952335
5500.0,high_public,30,0.6223753019288393,0.19165877952734728,0.07156656443907915
6500.0,high_public,30,0.614428357730995,0.18849259524945847,0.07038429179960845
7000.0,high_public,30,0.5722837994058494,0.22309007138706416,0.08330320170573235
7500.0,high_public,30,0.6120471821455201,0.21566257037244307,0.08052972724609583
8000.0,high_public,30,0.5725304954434043,0.2130715840673055,0.07956223705950126
8500.0,high_public,30,0.6234614496612167,0.18353896703240422,0.06853457662414232
9000.0,high_public,30,0.5557942532472613,0.20151715059360217,0.07524774069365722
9500.0,high_public,30,0.6234614496612167,0.18353896703240422,0.06853457662414232
10000.0,high_public,30,0.5557942532472612,0.20151715059360217,0.07524774069365722
15000.0,high_public,30,0.5420555431111801,0.204532135042095,0.07637355438895468
3500.0,low_MaaS_Bundle,30,0.555231733366138,0.1613746381724103,0.06025828021069593
4500.0,low_MaaS_Bundle,30,0.5005668978036858,0.23536382833151254,0.08788629786986672
5500.0,low_MaaS_Bundle,30,0.47178843353033634,0.24703266614303723,0.092243513517525
6500.0,low_MaaS_Bundle,30,0.5141848524835636,0.23996951678418801,0.08960609020209166
7000.0,low_MaaS_Bundle,30,0.6184768763632731,0.1911723285413487,0.07138492065567525
7500.0,low_MaaS_Bundle,30,0.5658995550519283,0.21602858674045985,0.0806664000040672
8000.0,low_MaaS_Bundle,30,0.6005804048879295,0.19523241533448327,0.07290098198000222
8500.0,low_MaaS_Bundle,30,0.5906878385544349,0.20355678647343306,0.07600935324793809
9000.0,low_MaaS_Bundle,30,0.6065531319571743,0.19502467458262912,0.07282341030840514
9500.0,low_MaaS_Bundle,30,0.5906878385544349,0.20355678647343306,0.07600935324793809
10000.0,low_MaaS_Bundle,30,0.6065531319571742,0.19502467458262912,0.07282341030840514
15000.0,low_MaaS_Bundle,30,0.6045289691005664,0.18827975351071363,0.07030481538820288
3500.0,low_bike,30,0.5567456482596606,0.1477049166120817,0.05515392229229473
4500.0,low_bike,30,0.5642067246029517,0.11605745520085296,0.043336565988526754
5500.0,low_bike,30,0.5320476349602287,0.1446403509193425,0.05400959465612756
6500.0,low_bike,30,0.5345585625173367,0.14265523898325067,0.05326834167703913
7000.0,low_bike,30,0.5794341263746936,0.1454120530469075,0.05429775296630962
7500.0,low_bike,30,0.5491376455713569,0.13107939974787852,0.048945852268425974
8000.0,low_bike,30,0.5713592866820127,0.1436571766778836,0.05364247136086433
8500.0,low_bike,30,0.5586098266460614,0.1295317873240378,0.048367964292040766
9000.0,low_bike,30,0.5800218594081964,0.13631275823971123,0.05090002044513142
9500.0,low_bike,30,0.5586098266460614,0.1295317873240378,0.048367964292040766
10000.0,low_bike,30,0.5800218594081964,0.13631275823971123,0.05090002044513142
15000.0,low_bike,30,0.5939282440237853,0.11874508200368725,0.04434014233002063
3500.0,low_car,30,0.5434941809427859,0.13201405619073936,0.04929485871995071
4500.0,low_car,30,0.5387183668351299,0.13677491969167835,0.05107259436746898
5500.0,low_car,30,0.5573109001539754,0.15910973313481863,0.05941255077048486
6500.0,low_car,30,0.6025372240495467,0.12338382078503678,0.04607227585779433
7000.0,low_car,30,0.5820238971496746,0.16058196867008775,0.059962292554107705
7500.0,low_car,30,0.5637438353086787,0.13742289884071113,0.051314553758209105
8000.0,low_car,30,0.6087886567826526,0.12505194408702977,0.0466951633356277
8500.0,low_car,30,0.6001142815969079,0.13288970228588148,0.04962183034550504
9000.0,low_car,30,0.6040015590178719,0.13723491147652847,0.05124435812279032
9500.0,low_car,30,0.6001142815969079,0.13288970228588148,0.04962183034550504
10000.0,low_car,30,0.6040015590178718,0.13723491147652847,0.05124435812279032
15000.0,low_car,30,0.609176630217179,0.12214287474299468,0.045608898990310134
3500.0,low_public,30,0.7207542351021267,0.11904608082291772,0.04445253713627823
4500.0,low_public,30,0.6956973682139349,0.14479110027614572,0.054065885391070226
5500.0,low_public,30,0.6794307032313085,0.1289413074126666,0.048147475469502383
6500.0,low_public,30,0.6983619444254334,0.12518770651248304,0.04674585785843312
7000.0,low_public,30,0.6935428945957833,0.18428062599151912,0.06881151663085745
7500.0,low_public,30,0.711463249477982,0.12516706867270172,0.04673815156240934
8000.0,low_public,30,0.6840397951942371,0.18274943269799085,0.06823975965849115
8500.0,low_public,30,0.7215292589065458,0.1188245980602942,0.04436983411352847
9000.0,low_public,30,0.6726844122659404,0.1938171519768604,0.07237251395713697
9500.0,low_public,30,0.7215292589065457,0.1188245980602942,0.04436983411352847
10000.0,low_public,30,0.6726844122659404,0.1938171519768604,0.07237251395713697
15000.0,low_public,30,0.6782450358440344,0.18694591229842933,0.06980675089407505
3500.0,middle_MaaS_Bundle,30,0.6182272365030753,0.1558265219098446,0.058186579550806486
4500.0,middle_MaaS_Bundle,30,0.6211944369104122,0.16967089776810576,0.0633561544558669
5500.0,middle_MaaS_Bundle,30,0.5484532164309907,0.2315411611125454,0.08645889047152037
6500.0,middle_MaaS_Bundle,30,0.5746454300162563,0.22643462933861355,0.08455208016958399
7000.0,middle_MaaS_Bundle,30,0.5972517092135552,0.23075665251625013,0.08616595014732423
7500.0,middle_MaaS_Bundle,30,0.6099042475210942,0.17264642531428226,0.06446723470170196
8000.0,middle_MaaS_Bundle,30,0.5977575924716262,0.23451034071692645,0.08756760035693324
8500.0,middle_MaaS_Bundle,30,0.5867399705020512,0.22996625927442652,0.08587081246037517
9000.0,middle_MaaS_Bundle,30,0.5782999482235378,0.2454242157181636,0.09164290825820601
9500.0,middle_MaaS_Bundle,30,0.5867399705020512,0.2299662592744265,0.08587081246037516
10000.0,middle_MaaS_Bundle,30,0.5782999482235378,0.24542421571816359,0.09164290825820601
15000.0,middle_MaaS_Bundle,30,0.5696188773831464,0.25626608219562713,0.09569132773480281
3500.0,middle_bike,30,0.4586477741651714,0.1405349642783173,0.052476618090604034
4500.0,middle_bike,30,0.47522281059171884,0.1274702789255014,0.04759818440504891
5500.0,middle_bike,30,0.46474093349769036,0.14180890770079174,0.05295231638243861
6500.0,middle_bike,30,0.4846908038916033,0.15399011021653816,0.057500852154911526
7000.0,middle_bike,30,0.4195979068150673,0.16816279392109917,0.06279301922452613
7500.0,middle_bike,30,0.45756877072941715,0.18409224013488,0.06874117219590996
8000.0,middle_bike,30,0.424432053982345,0.16344172714481847,0.06103014391821814
8500.0,middle_bike,30,0.44757955764665774,0.18300582170514976,0.0683354968871616
9000.0,middle_bike,30,0.42781843847926615,0.17262261347411306,0.06445834321445527
9500.0,middle_bike,30,0.44757955764665774,0.18300582170514976,0.0683354968871616
10000.0,middle_bike,30,0.42781843847926615,0.17262261347411306,0.06445834321445527
15000.0,middle_bike,30,0.445180264174772,0.16119730236312071,0.06019206193124023
3500.0,middle_car,30,0.23896753584674235,0.11666450826661225,0.04356324332861909
4500.0,middle_car,30,0.31124572681868934,0.15098948313294502,0.05638039958777529
5500.0,middle_car,30,0.3802899462190224,0.18874227551272246,0.07047752394213862
6500.0,middle_car,30,0.3222989373025305,0.1843203124947314,0.06882633581470339
7000.0,middle_car,30,0.3179798356412139,0.20014813792467082,0.07473654296177867
7500.0,middle_car,30,0.3401991376497006,0.2106252192521926,0.07864874942478901
8000.0,middle_car,30,0.33992551433689644,0.21481732953321922,0.08021410912969107
8500.0,middle_car,30,0.36869453362618265,0.20981959976690642,0.07834792616509124
9000.0,middle_car,30,0.4024568572281261,0.22924705309822788,0.08560225646058826
9500.0,middle_car,30,0.3686945336261827,0.2098195997669064,0.07834792616509123
10000.0,middle_car,30,0.4024568572281261,0.22924705309822788,0.08560225646058826
15000.0,middle_car,30,0.4202102990730277,0.23765511561854377,0.08874187860392001
3500.0,middle_public,30,0.5238101763593458,0.17157526649868846,0.0640672574265167
4500.0,middle_public,30,0.4762103845439464,0.1661727628204486,0.06204992939920372
5500.0,middle_public,30,0.44848971011604727,0.19628691174044638,0.0732947374091782
6500.0,middle_public,30,0.48587944911423103,0.20324648604435608,0.07589348516348207
7000.0,middle_public,30,0.5343210026159686,0.16082406397895088,0.06005269242811754
7500.0,middle_public,30,0.5458103681268394,0.1533785081894741,0.05727247620475211
8000.0,middle_public,30,0.5424956248596406,0.1644036671139746,0.061389338205893935
8500.0,middle_public,30,0.5259094012139856,0.18804786989261377,0.07021822862219071
9000.0,middle_public,30,0.5278095568264984,0.17400983174149445,0.06497633902851843
9500.0,middle_public,30,0.5259094012139857,0.18804786989261374,0.0702182286221907
10000.0,middle_public,30,0.5278095568264984,0.17400983174149448,0.06497633902851843
15000.0,middle_public,30,0.5406830297038551,0.17068696846559367,0.06373556148968895
